index,group
20592,Progs.-Schi
20593,NA-NA
20594,Proliferating-Schi
20595,Proliferating-Schi
20596,NA-NA
20597,RG-Schi
20598,Proliferating-Schi
20599,Progs.-Schi
20600,Progs.-Schi
20601,Progs.-Schi
20602,Astrocytes-Schi
20603,Progs.-Schi
20604,RG-Schi
20605,RG-Schi
20606,Mural-Schi
20607,Progs.-Schi
20608,Progs.-Schi
20609,Neurons-Schi
20610,RG-Schi
20611,RG-Schi
20612,Myeloid-Schi
20613,RG-Schi
20614,Proliferating-Schi
20615,Progs.-Schi
20616,RG-Schi
20617,Progs.-Schi
20618,Progs.-Schi
20619,Proliferating-Schi
20620,Endothelial-Schi
20621,Endothelial-Schi
20622,RG-Schi
20623,Endothelial-Schi
20624,Mural-Schi
20625,Progs.-Schi
20626,RG-Schi
20627,Myeloid-Schi
20628,Progs.-Schi
20629,RG-Schi
20630,NA-NA
20631,RG-Schi
20632,Progs.-Schi
20633,NA-NA
20634,Neurons-Schi
20635,Progs.-Schi
20636,NA-NA
20637,Proliferating-Schi
20638,NA-NA
20639,NA-NA
20640,RG-Schi
20641,NA-NA
20642,Progs.-Schi
20643,Endothelial-Schi
20644,RG-Schi
20645,RG-Schi
20646,RG-Schi
20647,Progs.-Schi
20648,Progs.-Schi
20649,Proliferating-Schi
20650,Mural-Schi
20651,Proliferating-Schi
20652,Astrocytes-Schi
20653,Neurons-Schi
20654,RG-Schi
20655,NA-NA
20656,Progs.-Schi
20657,Progs.-Schi
20658,Progs.-Schi
20659,RG-Schi
20660,Mural-Schi
20661,Progs.-Schi
20662,RG-Schi
20663,RG-Schi
20664,Mural-Schi
20665,RG-Schi
20666,Astrocytes-Schi
20667,Progs.-Schi
20668,NA-NA
20669,NA-NA
20670,NA-NA
20671,Mural-Schi
20672,Myeloid-Schi
20673,Endothelial-Schi
20674,Mural-Schi
20675,Proliferating-Schi
20676,Progs.-Schi
20677,Proliferating-Schi
20678,NA-NA
20679,Neurons-Schi
20680,Progs.-Schi
20681,Myeloid-Schi
20682,NA-NA
20683,Progs.-Schi
20684,NA-NA
20685,Myeloid-Schi
20686,Progs.-Schi
20687,RG-Schi
20688,RG-Schi
20689,NA-NA
20690,Myeloid-Schi
20691,NA-NA
20692,RG-Schi
20693,RG-Schi
20694,NA-NA
20695,Mural-Schi
20696,Proliferating-Schi
20697,RG-Schi
20698,Progs.-Schi
20699,NA-NA
20700,RG-Schi
20701,RG-Schi
20702,NA-NA
20703,Proliferating-Schi
20704,NA-NA
20705,Myeloid-Schi
20706,Progs.-Schi
20707,Proliferating-Schi
20708,Progs.-Schi
20709,Progs.-Schi
20710,RG-Schi
20711,RG-Schi
20712,NA-NA
20713,Proliferating-Schi
20714,Myeloid-Schi
20715,NA-NA
20716,RG-Schi
20717,NA-NA
20718,Myeloid-Schi
20719,NA-NA
20720,Progs.-Schi
20721,NA-NA
20722,Progs.-Schi
20723,Endothelial-Schi
20724,RG-Schi
20725,Progs.-Schi
20726,NA-NA
20727,Mural-Schi
20728,Progs.-Schi
20729,Mural-Schi
20730,NA-NA
20731,Progs.-Schi
20732,Proliferating-Schi
20733,NA-NA
20734,Proliferating-Schi
20735,RG-Schi
20736,RG-Schi
20737,Proliferating-Schi
20738,Endothelial-Schi
20739,NA-NA
20740,Progs.-Schi
20741,Myeloid-Schi
20742,Proliferating-Schi
20743,Progs.-Schi
20744,RG-Schi
20745,Proliferating-Schi
20746,Proliferating-Schi
20747,RG-Schi
20748,RG-Schi
20749,Proliferating-Schi
20750,Proliferating-Schi
20751,Progs.-Schi
20752,Proliferating-Schi
20753,RG-Schi
20754,RG-Schi
20755,Myeloid-Schi
20756,Mural-Schi
20757,Proliferating-Schi
20758,Mural-Schi
20759,Progs.-Schi
20760,Endothelial-Schi
20761,Progs.-Schi
20762,Myeloid-Schi
20763,RG-Schi
20764,RG-Schi
20765,Endothelial-Schi
20766,NA-NA
20767,Proliferating-Schi
20768,Proliferating-Schi
20769,Proliferating-Schi
20770,RG-Schi
20771,Proliferating-Schi
20772,Proliferating-Schi
20773,RG-Schi
20774,RG-Schi
20775,NA-NA
20776,NA-NA
20777,RG-Schi
20778,RG-Schi
20779,Progs.-Schi
20780,RG-Schi
20781,RG-Schi
20782,NA-NA
20783,Progs.-Schi
20784,Progs.-Schi
20785,NA-NA
20786,NA-NA
20787,Proliferating-Schi
20788,Progs.-Schi
20789,Progs.-Schi
20790,Progs.-Schi
20791,Proliferating-Schi
20792,Mural-Schi
20793,NA-NA
20794,RG-Schi
20795,Progs.-Schi
20796,NA-NA
20797,Progs.-Schi
20798,Myeloid-Schi
20799,NA-NA
20800,Progs.-Schi
20801,Mural-Schi
20802,RG-Schi
20803,Progs.-Schi
20804,Endothelial-Schi
20805,Mural-Schi
20806,RG-Schi
20807,RG-Schi
20808,RG-Schi
20809,Mural-Schi
20810,NA-NA
20811,Proliferating-Schi
20812,Progs.-Schi
20813,RG-Schi
20814,Progs.-Schi
20815,Progs.-Schi
20816,Progs.-Schi
20817,NA-NA
20818,NA-NA
20819,Progs.-Schi
20820,NA-NA
20821,Neurons-Schi
20822,RG-Schi
20823,Progs.-Schi
20824,NA-NA
20825,RG-Schi
20826,NA-NA
20827,Progs.-Schi
20828,RG-Schi
20829,Proliferating-Schi
20830,Proliferating-Schi
20831,Proliferating-Schi
20832,NA-NA
20833,Mural-Schi
20834,Progs.-Schi
20835,Neurons-Schi
20836,RG-Schi
20837,NA-NA
20838,RG-Schi
20839,NA-NA
20840,Mural-Schi
20841,Proliferating-Schi
20842,Endothelial-Schi
20843,Progs.-Schi
20844,RG-Schi
20845,Myeloid-Schi
20846,Endothelial-Schi
20847,RG-Schi
20848,Progs.-Schi
20849,Progs.-Schi
20850,Progs.-Schi
20851,Mural-Schi
20852,Progs.-Schi
20853,Progs.-Schi
20854,Proliferating-Schi
20855,Progs.-Schi
20856,NA-NA
20857,Endothelial-Schi
20858,NA-NA
20859,Progs.-Schi
20860,Progs.-Schi
20861,Progs.-Schi
20862,RG-Schi
20863,Proliferating-Schi
20864,RG-Schi
20865,Progs.-Schi
20866,Myeloid-Schi
20867,Neurons-Schi
20868,NA-NA
20869,Neurons-Schi
20870,RG-Schi
20871,Myeloid-Schi
20872,Progs.-Schi
20873,Proliferating-Schi
20874,Mural-Schi
20875,Myeloid-Schi
20876,Progs.-Schi
20877,NA-NA
20878,Mural-Schi
20879,Progs.-Schi
20880,Progs.-Schi
20881,Progs.-Schi
20882,NA-NA
20883,Neurons-Schi
20884,Progs.-Schi
20885,Endothelial-Schi
20886,Neurons-Schi
20887,Progs.-Schi
20888,Proliferating-Schi
20889,Progs.-Schi
20890,Progs.-Schi
20891,Myeloid-Schi
20892,RG-Schi
20893,Endothelial-Schi
20894,Progs.-Schi
20895,Myeloid-Schi
20896,RG-Schi
20897,Progs.-Schi
20898,Mural-Schi
20899,NA-NA
20900,Progs.-Schi
20901,NA-NA
20902,Progs.-Schi
20903,Proliferating-Schi
20904,Progs.-Schi
20905,RG-Schi
20906,RG-Schi
20907,Astrocytes-Schi
20908,Progs.-Schi
20909,Progs.-Schi
20910,Proliferating-Schi
20911,RG-Schi
20912,NA-NA
20913,Progs.-Schi
20914,Progs.-Schi
20915,Proliferating-Schi
20916,NA-NA
20917,NA-NA
20918,Mural-Schi
20919,RG-Schi
20920,Mural-Schi
20921,Mural-Schi
20922,RG-Schi
20923,Proliferating-Schi
20924,Progs.-Schi
20925,Myeloid-Schi
20926,Progs.-Schi
20927,Myeloid-Schi
20928,Progs.-Schi
20929,Progs.-Schi
20930,RG-Schi
20931,RG-Schi
20932,Endothelial-Schi
20933,Mural-Schi
20934,RG-Schi
20935,NA-NA
20936,RG-Schi
20937,Progs.-Schi
20938,Neurons-Schi
20939,Progs.-Schi
20940,RG-Schi
20941,RG-Schi
20942,Proliferating-Schi
20943,NA-NA
20944,Proliferating-Schi
20945,NA-NA
20946,Progs.-Schi
20947,NA-NA
20948,Myeloid-Schi
20949,Proliferating-Schi
20950,Endothelial-Schi
20951,NA-NA
20952,Myeloid-Schi
20953,Progs.-Schi
20954,Endothelial-Schi
20955,NA-NA
20956,Progs.-Schi
20957,Myeloid-Schi
20958,Progs.-Schi
20959,Neurons-Schi
20960,NA-NA
20961,RG-Schi
20962,RG-Schi
20963,Endothelial-Schi
20964,Progs.-Schi
20965,Neurons-Schi
20966,Progs.-Schi
20967,Proliferating-Schi
20968,Mural-Schi
20969,Progs.-Schi
20970,Myeloid-Schi
20971,Neurons-Schi
20972,Astrocytes-Schi
20973,Progs.-Schi
20974,Progs.-Schi
20975,Progs.-Schi
20976,RG-Schi
20977,Progs.-Schi
20978,RG-Schi
20979,Proliferating-Schi
20980,NA-NA
20981,Endothelial-Schi
20982,Endothelial-Schi
20983,Progs.-Schi
20984,Myeloid-Schi
20985,Progs.-Schi
20986,Progs.-Schi
20987,NA-NA
20988,Proliferating-Schi
20989,RG-Schi
20990,Mural-Schi
20991,RG-Schi
20992,RG-Schi
20993,Progs.-Schi
20994,Progs.-Schi
20995,Mural-Schi
20996,Progs.-Schi
20997,NA-NA
20998,Mural-Schi
20999,Progs.-Schi
21000,Progs.-Schi
21001,Endothelial-Schi
21002,NA-NA
21003,RG-Schi
21004,Progs.-Schi
21005,Proliferating-Schi
21006,Myeloid-Schi
21007,Progs.-Schi
21008,RG-Schi
21009,NA-NA
21010,Mural-Schi
21011,RG-Schi
21012,RG-Schi
21013,NA-NA
21014,Proliferating-Schi
21015,Proliferating-Schi
21016,Progs.-Schi
21017,Endothelial-Schi
21018,NA-NA
21019,RG-Schi
21020,Endothelial-Schi
21021,Endothelial-Schi
21022,Mural-Schi
21023,Progs.-Schi
21024,Myeloid-Schi
21025,NA-NA
21026,Mural-Schi
21027,Myeloid-Schi
21028,Progs.-Schi
21029,RG-Schi
21030,Mural-Schi
21031,Endothelial-Schi
21032,Progs.-Schi
21033,Progs.-Schi
21034,Progs.-Schi
21035,Mural-Schi
21036,RG-Schi
21037,Proliferating-Schi
21038,RG-Schi
21039,RG-Schi
21040,RG-Schi
21041,Progs.-Schi
21042,Progs.-Schi
21043,RG-Schi
21044,Progs.-Schi
21045,Progs.-Schi
21046,Mural-Schi
21047,Progs.-Schi
21048,Proliferating-Schi
21049,Proliferating-Schi
21050,Progs.-Schi
21051,RG-Schi
21052,Progs.-Schi
21053,Endothelial-Schi
21054,NA-NA
21055,Progs.-Schi
21056,Progs.-Schi
21057,RG-Schi
21058,Endothelial-Schi
21059,Myeloid-Schi
21060,NA-NA
21061,RG-Schi
21062,NA-NA
21063,Progs.-Schi
21064,RG-Schi
21065,Proliferating-Schi
21066,Mural-Schi
21067,Progs.-Schi
21068,Proliferating-Schi
21069,Progs.-Schi
21070,NA-NA
21071,RG-Schi
21072,Progs.-Schi
21073,RG-Schi
21074,NA-NA
21075,NA-NA
21076,Progs.-Schi
21077,Progs.-Schi
21078,NA-NA
21079,Proliferating-Schi
21080,RG-Schi
21081,Proliferating-Schi
21082,Mural-Schi
21083,Progs.-Schi
21084,NA-NA
21085,NA-NA
21086,Proliferating-Schi
21087,NA-NA
21088,Progs.-Schi
21089,RG-Schi
21090,Progs.-Schi
21091,RG-Schi
21092,Proliferating-Schi
21093,Progs.-Schi
21094,NA-NA
21095,RG-Schi
21096,NA-NA
21097,NA-NA
21098,Proliferating-Schi
21099,RG-Schi
21100,Progs.-Schi
21101,RG-Schi
21102,Progs.-Schi
21103,RG-Schi
21104,RG-Schi
21105,Progs.-Schi
21106,Mural-Schi
21107,Proliferating-Schi
21108,Mural-Schi
21109,RG-Schi
21110,Progs.-Schi
21111,Progs.-Schi
21112,NA-NA
21113,Progs.-Schi
21114,Progs.-Schi
21115,Proliferating-Schi
21116,Neurons-Schi
21117,Progs.-Schi
21118,Neurons-Schi
21119,Progs.-Schi
21120,RG-Schi
21121,RG-Schi
21122,RG-Schi
21123,Progs.-Schi
21124,Myeloid-Schi
21125,RG-Schi
21126,RG-Schi
21127,Endothelial-Schi
21128,Myeloid-Schi
21129,Proliferating-Schi
21130,NA-NA
21131,Progs.-Schi
21132,RG-Schi
21133,Neurons-Schi
21134,Endothelial-Schi
21135,RG-Schi
21136,RG-Schi
21137,Progs.-Schi
21138,Progs.-Schi
21139,Endothelial-Schi
21140,NA-NA
21141,Mural-Schi
21142,NA-NA
21143,Proliferating-Schi
21144,NA-NA
21145,NA-NA
21146,RG-Schi
21147,Myeloid-Schi
21148,Progs.-Schi
21149,RG-Schi
21150,NA-NA
21151,Progs.-Schi
21152,Progs.-Schi
21153,Progs.-Schi
21154,RG-Schi
21155,Progs.-Schi
21156,Proliferating-Schi
21157,Myeloid-Schi
21158,Myeloid-Schi
21159,Myeloid-Schi
21160,Progs.-Schi
21161,Neurons-Schi
21162,NA-NA
21163,Myeloid-Schi
21164,Neurons-Schi
21165,NA-NA
21166,Progs.-Schi
21167,Progs.-Schi
21168,Neurons-Schi
21169,RG-Schi
21170,Progs.-Schi
21171,Mural-Schi
21172,RG-Schi
21173,Endothelial-Schi
21174,Proliferating-Schi
21175,Proliferating-Schi
21176,Progs.-Schi
21177,Neurons-Schi
21178,Progs.-Schi
21179,NA-NA
21180,NA-NA
21181,Progs.-Schi
21182,NA-NA
21183,Proliferating-Schi
21184,NA-NA
21185,Proliferating-Schi
21186,Proliferating-Schi
21187,NA-NA
21188,RG-Schi
21189,Myeloid-Schi
21190,Progs.-Schi
21191,Progs.-Schi
21192,Progs.-Schi
21193,NA-NA
21194,RG-Schi
21195,NA-NA
21196,Progs.-Schi
21197,Proliferating-Schi
21198,Mural-Schi
21199,Myeloid-Schi
21200,Mural-Schi
21201,Proliferating-Schi
21202,Progs.-Schi
21203,RG-Schi
21204,Neurons-Schi
21205,Progs.-Schi
21206,NA-NA
21207,Progs.-Schi
21208,Progs.-Schi
21209,Mural-Schi
21210,Proliferating-Schi
21211,Astrocytes-Schi
21212,Neurons-Schi
21213,Neurons-Schi
21214,Endothelial-Schi
21215,RG-Schi
21216,RG-Schi
21217,Proliferating-Schi
21218,Progs.-Schi
21219,RG-Schi
21220,RG-Schi
21221,Progs.-Schi
21222,Progs.-Schi
21223,RG-Schi
21224,Progs.-Schi
21225,Neurons-Schi
21226,NA-NA
21227,Mural-Schi
21228,Progs.-Schi
21229,Proliferating-Schi
21230,Progs.-Schi
21231,Proliferating-Schi
21232,Proliferating-Schi
21233,Myeloid-Schi
21234,NA-NA
21235,RG-Schi
21236,Progs.-Schi
21237,Endothelial-Schi
21238,NA-NA
21239,Neurons-Schi
21240,RG-Schi
21241,NA-NA
21242,RG-Schi
21243,RG-Schi
21244,Progs.-Schi
21245,NA-NA
21246,RG-Schi
21247,Progs.-Schi
21248,RG-Schi
21249,Progs.-Schi
21250,Myeloid-Schi
21251,RG-Schi
21252,Endothelial-Schi
21253,NA-NA
21254,Progs.-Schi
21255,Progs.-Schi
21256,RG-Schi
21257,Mural-Schi
21258,NA-NA
21259,RG-Schi
21260,Mural-Schi
21261,RG-Schi
21262,Endothelial-Schi
21263,Progs.-Schi
21264,NA-NA
21265,Proliferating-Schi
21266,Astrocytes-Schi
21267,NA-NA
21268,Proliferating-Schi
21269,NA-NA
21270,Mural-Schi
21271,Progs.-Schi
21272,RG-Schi
21273,RG-Schi
21274,NA-NA
21275,Progs.-Schi
21276,Neurons-Schi
21277,RG-Schi
21278,Myeloid-Schi
21279,NA-NA
21280,RG-Schi
21281,Progs.-Schi
21282,Progs.-Schi
21283,Neurons-Schi
21284,RG-Schi
21285,Progs.-Schi
21286,Proliferating-Schi
21287,Progs.-Schi
21288,NA-NA
21289,Endothelial-Schi
21290,RG-Schi
21291,RG-Schi
21292,Neurons-Schi
21293,Progs.-Schi
21294,Neurons-Schi
21295,Mural-Schi
21296,Progs.-Schi
21297,Progs.-Schi
21298,Progs.-Schi
21299,Mural-Schi
21300,Myeloid-Schi
21301,RG-Schi
21302,Progs.-Schi
21303,RG-Schi
21304,NA-NA
21305,NA-NA
21306,Progs.-Schi
21307,Progs.-Schi
21308,RG-Schi
21309,RG-Schi
21310,Mural-Schi
21311,Myeloid-Schi
21312,Progs.-Schi
21313,RG-Schi
21314,Proliferating-Schi
21315,Progs.-Schi
21316,Proliferating-Schi
21317,RG-Schi
21318,RG-Schi
21319,Proliferating-Schi
21320,Proliferating-Schi
21321,Progs.-Schi
21322,Progs.-Schi
21323,Progs.-Schi
21324,Mural-Schi
21325,Progs.-Schi
21326,Endothelial-Schi
21327,NA-NA
21328,Progs.-Schi
21329,Myeloid-Schi
21330,RG-Schi
21331,NA-NA
21332,Endothelial-Schi
21333,Progs.-Schi
21334,Mural-Schi
21335,Progs.-Schi
21336,NA-NA
21337,Myeloid-Schi
21338,RG-Schi
21339,Progs.-Schi
21340,Progs.-Schi
21341,Progs.-Schi
21342,Progs.-Schi
21343,Neurons-Schi
21344,NA-NA
21345,RG-Schi
21346,Proliferating-Schi
21347,Myeloid-Schi
21348,Proliferating-Schi
21349,NA-NA
21350,Proliferating-Schi
21351,Proliferating-Schi
21352,NA-NA
21353,Progs.-Schi
21354,Proliferating-Schi
21355,RG-Schi
21356,NA-NA
21357,Progs.-Schi
21358,RG-Schi
21359,NA-NA
21360,Proliferating-Schi
21361,NA-NA
21362,Myeloid-Schi
21363,NA-NA
21364,NA-NA
21365,RG-Schi
21366,Neurons-Schi
21367,Neurons-Schi
21368,Progs.-Schi
21369,NA-NA
21370,Proliferating-Schi
21371,RG-Schi
21372,RG-Schi
21373,RG-Schi
21374,Neurons-Schi
21375,NA-NA
21376,RG-Schi
21377,Neurons-Schi
21378,RG-Schi
21379,RG-Schi
21380,Progs.-Schi
21381,RG-Schi
21382,NA-NA
21383,Mural-Schi
21384,Progs.-Schi
21385,Mural-Schi
21386,Neurons-Schi
21387,RG-Schi
21388,NA-NA
21389,NA-NA
21390,RG-Schi
21391,Myeloid-Schi
21392,NA-NA
21393,Progs.-Schi
21394,NA-NA
21395,Proliferating-Schi
21396,Progs.-Schi
21397,NA-NA
21398,Progs.-Schi
21399,Myeloid-Schi
21400,Proliferating-Schi
21401,Endothelial-Schi
21402,Progs.-Schi
21403,Neurons-Schi
21404,Proliferating-Schi
21405,Mural-Schi
21406,Proliferating-Schi
21407,Progs.-Schi
21408,NA-NA
21409,Progs.-Schi
21410,Endothelial-Schi
21411,RG-Schi
21412,Progs.-Schi
21413,Endothelial-Schi
21414,NA-NA
21415,Progs.-Schi
21416,Proliferating-Schi
21417,Progs.-Schi
21418,RG-Schi
21419,RG-Schi
21420,Progs.-Schi
21421,RG-Schi
21422,Progs.-Schi
21423,Endothelial-Schi
21424,Myeloid-Schi
21425,RG-Schi
21426,Progs.-Schi
21427,Progs.-Schi
21428,RG-Schi
21429,RG-Schi
21430,Myeloid-Schi
21431,Mural-Schi
21432,Progs.-Schi
21433,Progs.-Schi
21434,RG-Schi
21435,Mural-Schi
21436,Progs.-Schi
21437,Proliferating-Schi
21438,Neurons-Schi
21439,Mural-Schi
21440,Progs.-Schi
21441,Progs.-Schi
21442,RG-Schi
21443,Progs.-Schi
21444,Progs.-Schi
21445,Proliferating-Schi
21446,NA-NA
21447,Mural-Schi
21448,Myeloid-Schi
21449,RG-Schi
21450,NA-NA
21451,Progs.-Schi
21452,Progs.-Schi
21453,Progs.-Schi
21454,NA-NA
21455,Progs.-Schi
21456,Progs.-Schi
21457,RG-Schi
21458,Proliferating-Schi
21459,Mural-Schi
21460,Myeloid-Schi
21461,Progs.-Schi
21462,Neurons-Schi
21463,Myeloid-Schi
21464,NA-NA
21465,Mural-Schi
21466,Progs.-Schi
21467,Neurons-Schi
21468,RG-Schi
21469,Proliferating-Schi
21470,Proliferating-Schi
21471,Neurons-Schi
21472,RG-Schi
21473,NA-NA
21474,Proliferating-Schi
21475,RG-Schi
21476,NA-NA
21477,Mural-Schi
21478,Proliferating-Schi
21479,NA-NA
21480,Progs.-Schi
21481,RG-Schi
21482,Myeloid-Schi
21483,RG-Schi
21484,RG-Schi
21485,Progs.-Schi
21486,Neurons-Schi
21487,RG-Schi
21488,Myeloid-Schi
21489,RG-Schi
21490,Endothelial-Schi
21491,NA-NA
21492,NA-NA
21493,RG-Schi
21494,NA-NA
21495,Progs.-Schi
21496,NA-NA
21497,RG-Schi
21498,Endothelial-Schi
21499,Endothelial-Schi
21500,NA-NA
21501,RG-Schi
21502,NA-NA
21503,Progs.-Schi
21504,Endothelial-Schi
21505,RG-Schi
21506,NA-NA
21507,Mural-Schi
21508,Neurons-Schi
21509,Progs.-Schi
21510,Proliferating-Schi
21511,NA-NA
21512,Myeloid-Schi
21513,Myeloid-Schi
21514,Proliferating-Schi
21515,Mural-Schi
21516,RG-Schi
21517,NA-NA
21518,Endothelial-Schi
21519,Neurons-Schi
21520,Progs.-Schi
21521,RG-Schi
21522,Progs.-Schi
21523,Proliferating-Schi
21524,Proliferating-Schi
21525,Endothelial-Schi
21526,Proliferating-Schi
21527,RG-Schi
21528,Proliferating-Schi
21529,Proliferating-Schi
21530,Progs.-Schi
21531,Progs.-Schi
21532,RG-Schi
21533,NA-NA
21534,Progs.-Schi
21535,NA-NA
21536,Mural-Schi
21537,Neurons-Schi
21538,NA-NA
21539,RG-Schi
21540,RG-Schi
21541,NA-NA
21542,Proliferating-Schi
21543,RG-Schi
21544,Progs.-Schi
21545,RG-Schi
21546,RG-Schi
21547,RG-Schi
21548,NA-NA
21549,Progs.-Schi
21550,Progs.-Schi
21551,RG-Schi
21552,Proliferating-Schi
21553,Proliferating-Schi
21554,Proliferating-Schi
21555,Myeloid-Schi
21556,Progs.-Schi
21557,RG-Schi
21558,Progs.-Schi
21559,Progs.-Schi
21560,Progs.-Schi
21561,Progs.-Schi
21562,Progs.-Schi
21563,Proliferating-Schi
21564,Progs.-Schi
21565,Progs.-Schi
21566,Neurons-Schi
21567,RG-Schi
21568,RG-Schi
21569,NA-NA
21570,RG-Schi
21571,NA-NA
21572,NA-NA
21573,Mural-Schi
21574,Progs.-Schi
21575,Proliferating-Schi
21576,Proliferating-Schi
21577,NA-NA
21578,Mural-Schi
21579,Progs.-Schi
21580,RG-Schi
21581,RG-Schi
21582,Proliferating-Schi
21583,Progs.-Schi
21584,Progs.-Schi
21585,RG-Schi
21586,Progs.-Schi
21587,RG-Schi
21588,Progs.-Schi
21589,Progs.-Schi
21590,Mural-Schi
21591,RG-Schi
21592,RG-Schi
21593,Proliferating-Schi
21594,Endothelial-Schi
21595,Proliferating-Schi
21596,Mural-Schi
21597,Myeloid-Schi
21598,RG-Schi
21599,NA-NA
21600,Progs.-Schi
21601,Proliferating-Schi
21602,Progs.-Schi
21603,NA-NA
21604,Progs.-Schi
21605,RG-Schi
21606,Progs.-Schi
21607,Proliferating-Schi
21608,RG-Schi
21609,Proliferating-Schi
21610,Progs.-Schi
21611,Mural-Schi
21612,RG-Schi
21613,NA-NA
21614,Proliferating-Schi
21615,NA-NA
21616,NA-NA
21617,Progs.-Schi
21618,RG-Schi
21619,RG-Schi
21620,RG-Schi
21621,NA-NA
21622,NA-NA
21623,Proliferating-Schi
21624,Mural-Schi
21625,RG-Schi
21626,Progs.-Schi
21627,Endothelial-Schi
21628,Progs.-Schi
21629,RG-Schi
21630,NA-NA
21631,Proliferating-Schi
21632,Progs.-Schi
21633,RG-Schi
21634,RG-Schi
21635,Progs.-Schi
21636,Progs.-Schi
21637,Mural-Schi
21638,Progs.-Schi
21639,Endothelial-Schi
21640,Progs.-Schi
21641,Proliferating-Schi
21642,Proliferating-Schi
21643,Myeloid-Schi
21644,Progs.-Schi
21645,NA-NA
21646,Neurons-Schi
21647,Neurons-Schi
21648,NA-NA
21649,Progs.-Schi
21650,Proliferating-Schi
21651,Progs.-Schi
21652,RG-Schi
21653,NA-NA
21654,Proliferating-Schi
21655,NA-NA
21656,RG-Schi
21657,Progs.-Schi
21658,Endothelial-Schi
21659,Endothelial-Schi
21660,NA-NA
21661,Progs.-Schi
21662,RG-Schi
21663,Progs.-Schi
21664,NA-NA
21665,NA-NA
21666,Mural-Schi
21667,RG-Schi
21668,Progs.-Schi
21669,Progs.-Schi
21670,Mural-Schi
21671,Proliferating-Schi
21672,Proliferating-Schi
21673,RG-Schi
21674,RG-Schi
21675,RG-Schi
21676,Neurons-Schi
21677,Progs.-Schi
21678,Endothelial-Schi
21679,Proliferating-Schi
21680,RG-Schi
21681,Myeloid-Schi
21682,Endothelial-Schi
21683,Neurons-Schi
21684,NA-NA
21685,Mural-Schi
21686,RG-Schi
21687,Endothelial-Schi
21688,Progs.-Schi
21689,NA-NA
21690,RG-Schi
21691,Proliferating-Schi
21692,Progs.-Schi
21693,NA-NA
21694,Myeloid-Schi
21695,Progs.-Schi
21696,RG-Schi
21697,Neurons-Schi
21698,Progs.-Schi
21699,Progs.-Schi
21700,Progs.-Schi
21701,Progs.-Schi
21702,Endothelial-Schi
21703,NA-NA
21704,Mural-Schi
21705,Endothelial-Schi
21706,NA-NA
21707,RG-Schi
21708,Myeloid-Schi
21709,NA-NA
21710,NA-NA
21711,RG-Schi
21712,Progs.-Schi
21713,RG-Schi
21714,Endothelial-Schi
21715,Mural-Schi
21716,Mural-Schi
21717,Endothelial-Schi
21718,Astrocytes-Schi
21719,Progs.-Schi
21720,Myeloid-Schi
21721,RG-Schi
21722,RG-Schi
21723,Myeloid-Schi
21724,NA-NA
21725,Mural-Schi
21726,Progs.-Schi
21727,RG-Schi
21728,Progs.-Schi
21729,Myeloid-Schi
21730,RG-Schi
21731,Neurons-Schi
21732,Neurons-Schi
21733,RG-Schi
21734,Progs.-Schi
21735,Proliferating-Schi
21736,Mural-Schi
21737,Progs.-Schi
21738,Endothelial-Schi
21739,Mural-Schi
21740,RG-Schi
21741,RG-Schi
21742,Progs.-Schi
21743,NA-NA
21744,Neurons-Schi
21745,RG-Schi
21746,RG-Schi
21747,NA-NA
21748,Progs.-Schi
21749,Progs.-Schi
21750,Astrocytes-Schi
21751,RG-Schi
21752,RG-Schi
21753,Progs.-Schi
21754,Mural-Schi
21755,Myeloid-Schi
21756,Progs.-Schi
21757,RG-Schi
21758,Mural-Schi
21759,NA-NA
21760,NA-NA
21761,Progs.-Schi
21762,NA-NA
21763,Progs.-Schi
21764,Proliferating-Schi
21765,NA-NA
21766,Proliferating-Schi
21767,Progs.-Schi
21768,RG-Schi
21769,Endothelial-Schi
21770,NA-NA
21771,Endothelial-Schi
21772,Progs.-Schi
21773,Mural-Schi
21774,RG-Schi
21775,Endothelial-Schi
21776,RG-Schi
21777,Mural-Schi
21778,Progs.-Schi
21779,NA-NA
21780,Proliferating-Schi
21781,Progs.-Schi
21782,RG-Schi
21783,Progs.-Schi
21784,Progs.-Schi
21785,Progs.-Schi
21786,Progs.-Schi
21787,RG-Schi
21788,Proliferating-Schi
21789,Astrocytes-Schi
21790,Endothelial-Schi
21791,Myeloid-Schi
21792,Progs.-Schi
21793,Astrocytes-Schi
21794,Progs.-Schi
21795,Progs.-Schi
21796,Progs.-Schi
21797,Mural-Schi
21798,RG-Schi
21799,RG-Schi
21800,Proliferating-Schi
21801,NA-NA
21802,Proliferating-Schi
21803,Mural-Schi
21804,Progs.-Schi
21805,Progs.-Schi
21806,Progs.-Schi
21807,Proliferating-Schi
21808,Proliferating-Schi
21809,RG-Schi
21810,Progs.-Schi
21811,RG-Schi
21812,Progs.-Schi
21813,RG-Schi
21814,Progs.-Schi
21815,Proliferating-Schi
21816,RG-Schi
21817,Progs.-Schi
21818,Progs.-Schi
21819,RG-Schi
21820,NA-NA
21821,Neurons-Schi
21822,RG-Schi
21823,Progs.-Schi
21824,Progs.-Schi
21825,NA-NA
21826,RG-Schi
21827,Mural-Schi
21828,RG-Schi
21829,Neurons-Schi
21830,Endothelial-Schi
21831,Mural-Schi
21832,RG-Schi
21833,Progs.-Schi
